"","player","player_id","position","team_name","player_game_count","avg_depth_of_target","avoided_tackles","caught_percent","contested_catch_rate","contested_receptions","contested_targets","declined_penalties","drop_rate","drops","first_downs","franchise_id","fumbles","grades_hands_drop","grades_hands_fumble","grades_offense","grades_pass_block","grades_pass_route","inline_rate","inline_snaps","interceptions","longest","pass_block_rate","pass_blocks","pass_plays","penalties","receptions","route_rate","routes","slot_rate","slot_snaps","targeted_qb_rating","targets","touchdowns","wide_rate","wide_snaps","yards","yards_after_catch","yards_after_catch_per_reception","yards_per_reception","yprr","Year","Height..in.","Weight..lbs.","X40.Yard","Bench.Press","Vert.Leap..in.","Broad.Jump..in.","Shuttle","X3Cone"
"276","N'Keal Harry",48297,"WR","ARIZONA ST",12,10.4,17,64.6,51.4,19,37,0,6.4,5,48,110,1,75.4,65.6,86,NA,87.3,0.7,3,1,61,0,0,424,2,73,94.8,402,32.1,136,118.9,113,9,66.5,282,1088,515,7.1,14.9,2.71,2019,74.88,228,4.53,27,38.5,122,4.28,7.05
"277","Parris Campbell",47940,"WR","OHIO STATE",14,4.7,15,82,71.4,5,7,0,5.2,5,50,260,0,80.6,77.9,86,71,87.6,0.9,3,1,78,0.6,2,330,0,91,93.6,309,87.3,288,139.2,111,12,11.5,38,1071,809,8.9,11.8,3.47,2019,71.88,205,4.31,11,40,135,4.03,NA
"278","Travis Fulgham",48023,"WR","DOMINION",12,15.6,4,58.9,57.7,15,26,0,7.4,5,51,263,0,71.7,74.8,80.1,NA,79.3,0,0,5,62,0,0,519,1,63,94.8,492,11.2,58,101.9,107,9,88.8,461,1083,209,3.3,17.2,2.2,2019,74.38,215,4.58,15,36.5,126,4.22,6.84
"279","Jalen Hurd",45752,"WR","BAYLOR",12,10.6,12,65.1,22.2,4,18,1,11.5,9,53,118,0,56.5,83.5,76.8,21.9,76.9,0,0,3,38,0.8,4,475,6,69,94.9,451,95.6,454,94.3,106,4,3.2,15,946,358,5.2,13.7,2.1,2019,76.63,226,4.64,23,35.5,124,4.15,NA
"280","Hakeem Butler",47928,"WR","IOWA STATE",13,16.5,15,57.7,56.7,17,30,0,15.5,11,47,193,0,39.7,74.8,82.4,NA,82.9,0,0,3,83,0,0,430,4,60,93.7,403,27.4,118,119.1,104,9,72.6,312,1318,413,6.9,22,3.27,2019,77.63,227,4.48,18,36,128,4.16,7.09
"281","Flynn Nagel",48118,"WR","NWESTERN",13,8.2,10,66.3,50,10,20,0,6.8,5,37,256,0,74.4,76.6,73.9,NA,74.1,0,0,5,61,0,0,415,1,69,94.7,393,98.3,408,75,104,2,1.7,7,780,383,5.6,11.3,1.98,2019,71.25,188,4.73,11,28.5,102,4.21,6.95
"282","Marquise Brown",61568,"WR","OKLAHOMA",14,12.7,18,72.8,33.3,3,9,1,8.5,7,52,261,0,68.2,76.4,85,NA,87,0,0,3,77,0,0,387,3,75,95.6,370,23,89,135.1,103,10,75.2,291,1318,639,8.5,17.6,3.56,2019,69.38,166,NA,NA,NA,NA,NA,NA
"283","Miles Boykin",48209,"WR","NOTRE DAME",13,15.1,1,60.2,41.7,10,24,0,4.8,3,44,258,1,79.8,49.9,79,NA,77.7,0,0,3,40,0,0,454,1,59,95.8,435,14.8,67,103.6,98,8,85.2,387,867,206,3.5,14.7,1.99,2019,75.75,220,4.42,12,43.5,140,4.07,6.77
"284","Jovon Durante",47716,"WR","FAU",12,11.2,9,68.4,36.4,4,11,0,8.2,6,34,165,0,68.8,76.1,78,61,79,0.5,2,5,55,0.3,1,366,2,67,95.1,348,12.8,47,92.8,98,5,86.1,315,894,512,7.6,13.3,2.57,2019,71.13,160,4.55,NA,31.5,120,4.31,7
"285","Deebo Samuel",48274,"WR","S CAROLINA",12,8.7,21,63.3,47.6,10,21,1,6.1,4,36,289,0,80.7,78.5,83.3,NA,82.3,0,0,3,89,0,0,388,2,62,92.3,358,19.8,77,117,98,11,79.4,308,882,592,9.5,14.2,2.46,2019,71.25,214,4.48,15,39,122,4.14,7.03
